流水號,候選人,序號,交易日期,交易年,收支科目,統一編號,捐贈者／支出對象,收入金額,支出金額,金錢類,地址,P,營業地址
350,王定宇,21,104/12/31,104,營利事業捐贈收入,16999541,儀勝股份有限公司,300000,NA,是,臺南市南區新,221,臺南市南區彰南里新樂路34號2、3樓
5503,王定宇,103,104/09/11,104,營利事業捐贈收入,89239961,儂興實業股份有限公司,50000,NA,是,臺南市永康區,219,臺南市永康區尚頂里中正南路306巷22號
5783,李昆澤,20,104/12/09,104,營利事業捐贈收入,16823298,億太昇股份有限公司,100000,NA,是,臺南市關廟區,208,臺南市關廟區田中里1鄰南雄南路538號
5782,李昆澤,15,104/12/14,104,營利事業捐贈收入,16823298,億太昇股份有限公司,100000,NA,是,臺南市關廟區,208,臺南市關廟區田中里1鄰南雄南路538號
1380,林岱樺,69,104/10/12,104,營利事業捐贈收入,16453393,億吉彈簧五金股份有限公司,10000,NA,是,高雄市仁武區,223,高雄市仁武區灣內里鳳仁路72―1號
2654,吳秉叡,56,104/10/12,104,營利事業捐贈收入,84415094,億利汽車有限公司,10000,NA,是,新北市新莊區,NA,新北市新莊區明中街41巷2號
2655,吳秉叡,46,104/10/18,104,營利事業捐贈收入,84415094,億利汽車有限公司,20000,NA,是,新北市新莊區,NA,新北市新莊區明中街41巷2號
411,李志鏞,20,104/10/26,104,營利事業捐贈收入,27399690,億邦開發有限公司,60000,NA,是,宜蘭縣羅東鎮,175,宜蘭縣羅東鎮竹林里7鄰竹林街399號1樓
3983,江啟臣,38,104/07/22,104,營利事業捐贈收入,55966110,億典企業股份有限公司,100000,NA,是,臺中市神岡區,NA,臺中市神岡區神洲里神洲北路6號
1529,邱志偉,NA,104/08/21,104,營利事業捐贈收入,97237071,億昇泓實業有限公司,10000,NA,是,高雄市岡山區,NA,高雄市岡山區本洲里本工南一路2號1樓
2989,羅致政,1,105/01/05,105,營利事業捐贈收入,84238669,億進實業股份有限公司,300000,NA,是,臺北市內湖區,NA,彰化縣永靖鄉光雲村015鄰中山路三段30號
5761,林俊憲,2,105/01/14,105,營利事業捐贈收入,23560840,億順企業有限公司,100000,NA,是,臺南市楠西區,196,臺南市楠西區龜丹里龜丹39之4號1樓
1206,黃韻涵,1,104/12/31,104,營利事業捐贈收入,53882170,億愷投資有限公司,100000,NA,是,高雄市三民區,NA,高雄市三民區德西里遼北街220號
1207,管碧玲,23,104/12/13,104,營利事業捐贈收入,53882170,億愷投資有限公司,100000,NA,是,高雄市三民區,216,高雄市三民區德西里遼北街220號
2948,蔡易餘,8,104/12/30,104,營利事業捐贈收入,47125728,億興交通股份有限公司,60000,NA,是,嘉義縣新港鄉,168,嘉義縣新港鄉大潭村大潭105號
1677,賴瑞隆,40,104/08/20,104,營利事業捐贈收入,84340144,億龍漁業股份有限公司,10000,NA,是,高雄市前鎮區,NA,高雄市前鎮區草衙里后平路82號2樓之2
5290,陳歐珀,9,105/01/04,105,營利事業捐贈收入,28200606,億擎建設股份有限公司,50000,NA,是,臺北市中山區,161,臺北市萬華區和平里西園路2段200巷18號
5786,王定宇,121,104/08/27,104,營利事業捐贈收入,80587003,億薈塑膠企業有限公司,50000,NA,是,臺南市關廟區,218,臺南市關廟區深坑里013鄰南雄路一段55巷55號
4005,蔡其昌,51,104/01/06,104,營利事業捐贈收入,86944372,億駿實業有限公司,100000,NA,是,臺中市梧棲區,191,臺中市梧棲區永寧里中華路1段578號2樓
2327,林德福,5,105/01/12,105,營利事業捐贈收入,28954490,億寶開發建設股份有限公司,500000,NA,是,新北市中和區,183,新北市中和區景文里景安路132巷36號
253,邱顯智,7,104/11/25,104,營利事業捐贈收入,25623004,劉俊霙律師事務所,3000,NA,是,臺北市中山區,318,NA
2769,邱顯智,14,104/10/19,104,營利事業捐贈收入,96861879,劉復興貿易有限公司,40000,NA,是,新竹市香山區,318,新竹市東區頂美街61巷1號
2770,邱顯智,8,104/11/11,104,營利事業捐贈收入,96861879,劉復興貿易有限公司,100000,NA,是,新竹市香山區,318,新竹市東區頂美街61巷1號
337,林國春,27,104/11/12,104,營利事業捐贈收入,48767988,劉演交建築師事務所,100000,NA,是,臺北市中正區,NA,臺北市中正區忠孝東路二段122號
5116,吳秉叡,15,104/12/25,104,營利事業捐贈收入,16434278,增懋投資股份有限公司,500000,NA,是,臺北市松山區,NA,臺北市松山區敦化北路168號16樓
2455,陳亭妃,148,104/09/11,104,營利事業捐贈收入,53413677,墩璞建設股份有限公司,100000,NA,是,新北市板橋區,NA,新北市板橋區海山里民生路1段33號14樓之2
550,馬文君,21,104/12/25,104,營利事業捐贈收入,54128497,寬心開發建設股份有限公司,200000,NA,是,南投縣草屯鎮,NA,南投縣草屯鎮山腳里富林路2段28號1樓
5779,王定宇,95,104/09/30,104,營利事業捐贈收入,97238228,寬仕工業股份有限公司,500000,NA,是,臺南市關廟區,219,臺南市關廟區五甲里017鄰大順路60號
5778,黃偉哲,18,104/11/30,104,營利事業捐贈收入,97238228,寬仕工業股份有限公司,100000,NA,是,臺南市關廟區,NA,臺南市關廟區五甲里017鄰大順路60號
4625,林岱樺,91,104/08/03,104,營利事業捐贈收入,27530185,寬宏藝術經紀股份有限公司,100000,NA,是,高雄市鳳山區,222,臺北市中山區金泰里樂群二路267號六樓
4673,邱議瑩,45,104/10/01,104,營利事業捐贈收入,54327600,寬昇投資股份有限公司,100000,NA,是,臺北市中山區,243,臺北市中山區復華里長春路328號6樓之5
3680,葉春幸,8,104/11/15,104,營利事業捐贈收入,45863240,寬舍創作藝術工作室,10000,NA,是,臺中市西區五,NA,臺中市西區吉龍里五權三街52號
3954,洪慈庸,55,104/10/05,104,營利事業捐贈收入,22240763,寬泰機械股份有限公司,100000,NA,是,臺中市烏日區,253,臺中市烏日區烏日里44鄰永春東三南路3號
3953,黃國書,26,104/12/24,104,營利事業捐贈收入,22240763,寬泰機械股份有限公司,60000,NA,是,臺中市烏日區,226,臺中市烏日區烏日里44鄰永春東三南路3號
3636,洪慈庸,37,104/11/10,104,營利事業捐贈收入,23077846,寬業有限公司,5000,NA,是,臺中市北屯區,252,臺中市北屯區󿾴子里󿾴子里太和路2段83號1-2樓
3635,陳世凱,18,104/12/18,104,營利事業捐贈收入,23077846,寬業有限公司,5000,NA,是,臺中市北屯區,155,臺中市北屯區󿾴子里󿾴子里太和路2段83號1-2樓
3633,黃國昌,23,104/11/10,104,營利事業捐贈收入,23077846,寬業有限公司,5000,NA,是,臺中市北屯區,NA,臺中市北屯區󿾴子里󿾴子里太和路2段83號1-2樓
3634,劉國隆,14,104/12/07,104,營利事業捐贈收入,23077846,寬業有限公司,5000,NA,是,臺中市北屯區,NA,臺中市北屯區󿾴子里󿾴子里太和路2段83號1-2樓
3304,王惠美,4,105/01/13,105,營利事業捐贈收入,16195852,寬達生技有限公司,30000,NA,是,彰化縣彰化市,212,彰化縣彰化市南美里崙美路230―1號
341,楊瓊瓔,21,104/12/17,104,營利事業捐贈收入,28888534,廣大水產食品有限公司,120000,NA,是,臺中市北區建,231,臺中市北區建成里東成三街380號1樓
4264,黃珊珊,16,104/11/23,104,營利事業捐贈收入,89605100,廣先堂有限公司,12000,NA,是,臺北市大同區,NA,臺北市大同區雙連里承德路2段215號3樓之3
2535,李彥秀,10,104/12/23,104,營利事業捐贈收入,24238074,廣多利股份有限公司,150000,NA,是,新北市泰山區,NA,新北市泰山區義學里明志路二段32巷18號(1樓)
2536,張碩文,4,104/12/15,104,營利事業捐贈收入,24238074,廣多利股份有限公司,300000,NA,是,新北市泰山區,145,新北市泰山區義學里明志路二段32巷18號(1樓)
4756,姚文智,57,104/11/18,104,營利事業捐贈收入,27755212,廣宇建設實業股份有限公司,20000,NA,是,臺北市中正區,201,臺北市中正區文北里銅山街6號地下
3349,王惠美,57,104/12/14,104,營利事業捐贈收入,97036216,廣其塑膠股份有限公司,100000,NA,是,彰化縣福興鄉,211,彰化縣福興鄉大崙村大崙街57―10號
3348,陳文彬,21,104/12/31,104,營利事業捐贈收入,97036216,廣其塑膠股份有限公司,50000,NA,是,彰化縣福興鄉,189,彰化縣福興鄉大崙村大崙街57―10號
2524,羅致政,9,104/12/07,104,營利事業捐贈收入,70495547,廣旺股份有限公司,20000,NA,是,新北市林口區,NA,新北市林口區麗林里忠孝路506號
4169,蔡煌瑯,45,104/08/06,104,營利事業捐贈收入,89441183,廣南國際有限公司,60000,NA,是,臺北市士林區,246,臺北市士林區福志里雨農路24號1樓
2469,蔡煌瑯,25,104/10/06,104,營利事業捐贈收入,31439293,廣奕藥粧行,100000,NA,是,新北市板橋區,245,新北市板橋區陽明里自由路21號1樓
1584,王定宇,187,104/04/28,104,營利事業捐贈收入,27695186,廣美科技股份有限公司,100000,NA,是,臺南市永康區,217,高雄市岡山區灣裡里岡山北路193巷55號
1585,王定宇,188,104/04/28,104,營利事業捐贈收入,27695186,廣美科技股份有限公司,100000,NA,是,臺南市永康區,217,高雄市岡山區灣裡里岡山北路193巷55號
1583,王定宇,78,104/11/03,104,營利事業捐贈收入,27695186,廣美科技股份有限公司,30000,NA,是,高雄市岡山區,220,高雄市岡山區灣裡里岡山北路193巷55號
1586,王定宇,40,104/12/07,104,營利事業捐贈收入,27695186,廣美科技股份有限公司,200000,NA,是,高雄市岡山區,221,高雄市岡山區灣裡里岡山北路193巷55號
4940,蕭亞譚,3,104/11/23,104,營利事業捐贈收入,28072829,廣紘國際股份有限公司,24000,NA,是,民權東路段號,299,臺北市內湖區葫洲里民權東路6段262號3樓
4470,姚文智,70,104/09/29,104,營利事業捐贈收入,27549305,廣富國際企業股份有限公司,60000,NA,是,臺北市松山區,201,臺北市中山區中央里松江路185號6樓之3
4119,江啟臣,10,104/12/22,104,營利事業捐贈收入,12896740,廣翔旅行社股份有限公司,50000,NA,是,臺中市豐原區,NA,臺中市豐原區社皮里社皮路67號1樓
360,李志鏞,23,104/10/14,104,營利事業捐贈收入,16280739,廣進加油站有限公司,160000,NA,是,宜蘭縣三星鄉,175,宜蘭縣三星鄉大隱村三星路1段435號
837,張廖萬堅,31,104/12/18,104,營利事業捐贈收入,89245794,廣進油漆工程有限公司,10000,NA,是,桃園市平鎮區,NA,桃園市平鎮區金星里南安路60巷14弄2號1樓
525,馬文君,15,104/12/31,104,營利事業捐贈收入,23556563,廣隆光電科技股份有限公司,100000,NA,是,南投縣南投市,NA,南投縣南投市永豐里南崗三路244號
526,許淑華,9,104/12/31,104,營利事業捐贈收入,23556563,廣隆光電科技股份有限公司,100000,NA,是,南投縣南投市,139,南投縣南投市永豐里南崗三路244號
1981,邱志偉,48,104/11/06,104,營利事業捐贈收入,70422242,廣誠廣告事業有限公司,100000,NA,是,高雄市鼓山區,NA,高雄市鼓山區龍水里中華一路826號11樓
1947,陳瑩,9,104/06/11,104,營利事業捐贈收入,24667525,廣僑科技有限公司,100000,NA,是,高雄市楠梓區,248,高雄市鼓山區龍子里明誠三路685號3樓
1939,邱議瑩,85,104/09/03,104,營利事業捐贈收入,27217586,廣潤建設開發有限公司,10000,NA,是,高雄市鼓山區,244,高雄市鼓山區前峰里翠華路495號
1152,邱議瑩,91,104/09/02,104,營利事業捐贈收入,70406947,廣鍊貿易有限公司,20000,NA,是,高雄市三民區,244,高雄市三民區安生里孝順街382號
743,孫大千,12,104/05/29,104,營利事業捐贈收入,43434316,廣豐實業股份有限公司,1000000,NA,是,桃園市八德區,NA,桃園市八德區大智里介壽路一段728號
3381,王惠美,107,104/11/12,104,營利事業捐贈收入,79984807,廣驛工業有限公司,100000,NA,是,彰化縣線西鄉,210,彰化縣線西鄉溝內村彰濱東三路1號
3380,陳文彬,45,104/12/23,104,營利事業捐贈收入,79984807,廣驛工業有限公司,10000,NA,是,彰化縣線西鄉,190,彰化縣線西鄉溝內村彰濱東三路1號
3056,王惠美,72,104/12/02,104,營利事業捐贈收入,16347915,德元營造股份有限公司,300000,NA,是,彰化縣和美鎮,211,彰化縣和美鎮山犁里愛國路121號1樓
3529,何欣純,50,104/11/25,104,營利事業捐贈收入,97541827,德光熱處理股份有限公司,100000,NA,是,臺中市太平區,204,臺中市太平區中興里東平路741巷2弄2號
209,丁守中,48,104/10/23,104,營利事業捐贈收入,4241868,德式馬企業股份有限公司,500000,NA,是,臺北市內湖區,NA,臺北市內湖區西康里洲子街65號3樓
1681,林岱樺,26,104/12/15,104,營利事業捐贈收入,86686310,德成通運有限公司,100000,NA,是,高雄市前鎮區,224,高雄市前鎮區草衙里漁港路224號
1902,李昆澤,48,104/10/13,104,營利事業捐贈收入,22209974,德奇鋼鐵工業股份有限公司,100000,NA,是,高雄市路竹區,207,高雄市路竹區文南里中華路530-1號
1901,邱志偉,64,104/10/13,104,營利事業捐贈收入,22209974,德奇鋼鐵工業股份有限公司,100000,NA,是,高雄市路竹區,NA,高雄市路竹區文南里中華路530-1號
1904,邱議瑩,43,104/10/13,104,營利事業捐贈收入,22209974,德奇鋼鐵工業股份有限公司,150000,NA,是,高雄市路竹區,243,高雄市路竹區文南里中華路530-1號
1903,劉世芳,29,104/10/13,104,營利事業捐贈收入,22209974,德奇鋼鐵工業股份有限公司,150000,NA,是,高雄市路竹區,199,高雄市路竹區文南里中華路530-1號
2359,吳秉叡,49,104/10/18,104,營利事業捐贈收入,84185614,德宙佑電股份有限公司,40000,NA,是,新北市五股區,NA,新北市五股區興珍里五工五路30號
2347,劉建國,3,105/01/15,105,營利事業捐贈收入,35960829,德怡造漆企業有限公司,100000,NA,是,新北市五股區,141,新北市五股區水碓里水碓六路22號3樓
1679,賴瑞隆,12,104/11/23,104,營利事業捐贈收入,16123507,德昇船舶貨物裝卸承攬股份有限公司,100000,NA,是,高雄市前鎮區,NA,高雄市前鎮區草衙里漁港路224號
2138,劉建國,30,104/12/21,104,營利事業捐贈收入,64826653,德欣先進股份有限公司,100000,NA,是,雲林縣斗六市,141,雲林縣斗六市溪洲里萬年路700號
174,丁守中,64,104/09/17,104,營利事業捐贈收入,4565958,德春營造股份有限公司,300000,NA,是,臺北市大安區,NA,臺北市大安區敦化南路2段92號5樓
4555,黃國昌,15,104/11/24,104,營利事業捐贈收入,86868037,德茂貿易有限公司,100000,NA,是,臺北市中山區,NA,臺北市中山區朱崙里長安東路2段230號5樓
5504,陳淑慧,4,104/12/07,104,營利事業捐贈收入,22574254,德峰行糧食有限公司,20000,NA,是,臺南市永康區,147,臺南市永康區尚頂里中正南路381巷1號
1501,趙天麟,41,104/11/27,104,營利事業捐贈收入,16703976,德泰開發股份有限公司,30000,NA,是,高雄市田寮區,240,高雄市田寮區田寮里崑山路7-1號
1680,林岱樺,25,104/12/15,104,營利事業捐贈收入,89912613,德陞通運股份有限公司,100000,NA,是,高雄市前鎮區,224,高雄市前鎮區草衙里漁港路224號
2496,羅致政,48,104/07/07,104,營利事業捐贈收入,34631759,德偉木業有限公司,100000,NA,是,新北市板橋區,NA,新北市板橋區歡園里大觀路1段38巷200弄9號之65
2495,羅致政,46,104/07/15,104,營利事業捐贈收入,34631759,德偉木業有限公司,100000,NA,是,新北市板橋區,NA,新北市板橋區歡園里大觀路1段38巷200弄9號之65
226,丁守中,27,104/12/11,104,營利事業捐贈收入,5094603,德勝科技股份有限公司,100000,NA,是,臺北市南港路,NA,臺北市南港區南港路3段50巷21號5樓
227,丁守中,28,104/12/11,104,營利事業捐贈收入,5094603,德勝科技股份有限公司,100000,NA,是,臺北市南港路,NA,臺北市南港區南港路3段50巷21號5樓
2363,陳學聖,24,104/12/28,104,營利事業捐贈收入,12974273,德森科技股份有限公司,10000,NA,是,新北市五股區,229,新北市五股區興珍里五權七路10號5樓
204,費鴻泰,23,104/10/30,104,營利事業捐贈收入,3578218,德貿股份有限公司,100000,NA,是,臺北市中正區,NA,臺北市中正區林森北路5巷6號1樓
4035,蔡其昌,66,104/09/22,104,營利事業捐贈收入,56663016,德隆倉儲裝卸股份有限公司,50000,NA,是,臺中市梧棲區,191,臺中市梧棲區頂寮里中橫十路146號
4036,蔡其昌,25,104/12/24,104,營利事業捐贈收入,56663016,德隆倉儲裝卸股份有限公司,500000,NA,是,臺中市梧棲區,192,臺中市梧棲區頂寮里中橫十路146號
